"PLTZ_INSTR_NO","ITEM_NO","PKG_CD","ITEM_DESCRIPTION","SHIPPING_LOT","BOX_QTY","INSTR_QTY","PACKED_QTY","TOTAL_NET_WEIGHT","BOX_LOT_QTY","WH_STK_LOCATION","COM_UPDATE_FUNC_ID","COM_UPDATE_USER_ID","COM_UPDATE_TIMESTAMP","COM_CREATE_FUNC_ID","COM_CREATE_USER_ID","COM_CREATE_TIMESTAMP"
"TA60000243","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000244","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000245","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000246","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000247","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000248","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000249","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000250","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000251","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000252","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000253","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000254","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000255","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000256","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000257","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000258","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000259","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000260","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000261","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000262","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000263","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000264","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000265","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000266","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000267","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000268","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000269","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000270","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000271","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000272","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000273","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000274","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000275","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000276","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000277","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000278","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000279","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000280","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000281","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000282","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000283","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000284","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000285","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000286","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000287","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000288","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000289","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000290","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000291","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000292","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000293","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000294","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000295","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000296","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000297","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000298","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000299","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TA60000300","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL60000001","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL60000002","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL60000003","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL60000004","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL60000005","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL60000006","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL60000007","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"OL60000008","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000213","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000214","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000215","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000216","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000217","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000218","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000219","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000220","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000221","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000222","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000223","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000224","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000225","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000226","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000227","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000228","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000229","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000230","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000231","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000232","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000233","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000234","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000235","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000236","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000237","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000238","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000239","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000240","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000241","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000242","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000243","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000244","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000245","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000246","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000247","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000248","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000249","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000250","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000251","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000252","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000253","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000254","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000255","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000256","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000257","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000258","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000259","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000260","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000261","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000262","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000263","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000264","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000265","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000266","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000267","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000268","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000269","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000270","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000271","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000272","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000273","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000274","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000275","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000276","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000277","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000278","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000279","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000280","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"TH70000281","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MA80000049","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MA80000050","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MA80000051","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MA80000052","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MA80000053","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MA80000054","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MA80000055","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MA80000056","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MA80000057","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MA80000058","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MA80000059","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MA80000060","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MA80000061","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
"MA80000062","A002TB0091B3N","110","ITA DUMMY ITEM NAME",10,10,10,10,10,50,"","ITA","ITA",2013/02/27 00:00:00,"ITA","ITA",2013/02/27 00:00:00
